experiment_id,phase,dataset_id,dataset_sha256,dataset_bytes,codec_kind,n_relations,n_independent,recovered_bits,total_encoded_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,roundtrip_ok,encode_seconds,decode_seconds,discovery_seconds,best_baseline_bytes,deduction_gap_bytes,composition_gap_bytes,verdict,git_commit,utc_timestamp,seed,baseline_gzip9_bytes,baseline_gzip9_seconds,baseline_zlib9_bytes,baseline_zlib9_seconds,baseline_bz2_9_bytes,baseline_bz2_9_seconds,baseline_xz9_bytes,baseline_xz9_seconds,baseline_zstd19_bytes,baseline_zstd19_seconds,baseline_brotli11_bytes,baseline_brotli11_seconds
phase4_structured_json_fd_n2000,phase4_structured,json_array_fd_n2000_s801,a594c0fc9be0904dbde602bfba2467fbf0acdc640568fc74de44443ab471ffff,81457,GF2,15,49,152730,62503,498918,814,216,4,32,True,7.058865200000582,0.3963301000185311,7.058865200000582,16167,-46336,-11194,raw_gap-46336 comp_gap-11194,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T09:54:58.472903+00:00,801,22774,0.022334699984639883,22762,0.019409999978961423,18183,0.010404800006654114,17156,0.06015479998313822,16995,0.07622369998716749,16167,0.1753397999855224
phase4_structured_log_fd_n2000,phase4_structured,log_lines_fd_n2000_s802,c27486f53b76bcf43f0ae1184cd9ea07fb0aeeea20eee761a0a12fbab0653623,106618,GF2,1,7,106618,93328,746326,15,216,3,32,True,10.585014300013427,0.5046050999953877,10.585014300013427,12203,-81125,-5152,raw_gap-81125 comp_gap-5152,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T09:55:11.167510+00:00,802,17251,0.010311499994713813,17239,0.00883919998886995,12573,0.006761500000720844,12228,0.04951499999151565,12203,0.05286709999199957,12543,0.1741743000166025
