experiment_id,phase,result_file,dataset_id,dataset_sha256,dataset_bytes,seed,git_commit,utc_timestamp,config,codec_kind,n_relations,n_independent,recovered_bits,container_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,leftover_bits,metadata_bits_total,accounting_total_bits,accounting_ok,raw_best_bytes,composed_best_bytes,composition_gap_bytes,composition_gap_pct,composition_gap_matched_bytes,codec_sets_match,available_raw_codecs,available_composed_codecs,raw_gap_bytes,roundtrip_ok,composed_roundtrip_mode,composed_roundtrip_ok,composed_roundtrip_n_checked,verdict,package_versions,platform,baseline_gzip9,baseline_zlib9,baseline_bz2_9,baseline_xz9,baseline_zstd19,baseline_brotli11,composed_gzip9,composed_zlib9,composed_bz2_9,composed_xz9,composed_zstd19,composed_brotli11
phase1_fd_xor_plus_n4096_s22,phase1,results/phase1/phase1_fd_xor_plus_n4096_s22.json,fd_xor_plus_n4096_s22,87f46e95fa75542cbc2757965e9bfa54facc9300e79c11516d62389c35ca8982,98304,22,UNCOMMITTED,2026-08-29T08:47:46.029638+00:00,"{""codec"": ""tabular_affine"", ""fn"": ""xor_plus"", ""n_rows"": 4096}",PASSTHROUGH,0,786432,0,98322,786432,0,112,0,32,0,144,786576,True,52992,52996,-4,-7.548309178743961e-05,-4,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-45330,True,,,,raw_gap-45330 comp_gap-4,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,60374,60362,56654,52992,54955,58015,60393,60381,56672,52996,54995,57886
phase1_gf2_n1024_k16_p16_s11,phase1,results/phase1/phase1_gf2_n1024_k16_p16_s11.json,gf2_n1024_k16_p16_s11,c468bb9cfe40dcd25f219d99103b58d51401ea5f7e89b8b15adbab11f90568ef,4096,11,UNCOMMITTED,2026-08-29T08:46:14.045322+00:00,"{""codec"": ""gf2"", ""n_cols"": 32, ""n_info"": 16, ""n_parity"": 16, ""n_rows"": 1024, ""seed"": 11}",GF2,16,16,16384,2118,16384,288,208,0,32,32,560,16944,True,4100,2122,1978,0.4824390243902439,1978,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",1982,True,,,,raw_gap+1982 comp_gap+1978,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,4119,4107,4609,4156,4106,4100,2141,2129,2517,2180,2128,2122
phase1_gf2_n16384_k32_p32_s13,phase1,results/phase1/phase1_gf2_n16384_k32_p32_s13.json,gf2_n16384_k32_p32_s13,d57a867e3b23c41acac142802c60eb6c8a20782182a94e4c8e0ed1f9d2b40415,131072,13,UNCOMMITTED,2026-08-29T08:46:25.646635+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 16384, ""seed"": 13}",GF2,32,32,524288,65706,524288,1088,208,0,32,32,1360,525648,True,131077,65711,65366,0.49868397964555183,65366,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",65371,True,,,,raw_gap+65371 comp_gap+65366,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,131130,131118,132046,131140,131084,131077,65749,65737,66350,65772,65716,65711
phase1_gf2_n4096_k32_p32_s12,phase1,results/phase1/phase1_gf2_n4096_k32_p32_s12.json,gf2_n4096_k32_p32_s12,ddf23fa518129c14d6cdb1fed067de7cbf5aec8e8d2e2d3d762d53dd271f1615,32768,12,UNCOMMITTED,2026-08-29T08:46:17.168369+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 4096, ""seed"": 12}",GF2,32,32,131072,16554,131072,1088,208,0,32,32,1360,132432,True,32772,16558,16214,0.49475161723422434,16214,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",16218,True,,,,raw_gap+16218 comp_gap+16214,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,32796,32784,33258,32828,32778,32772,16582,16570,17019,16616,16564,16558
phase1_gf2_n65536_k64_p64_s14,phase1,results/phase1/phase1_gf2_n65536_k64_p64_s14.json,gf2_n65536_k64_p64_s14,9e300c474c1358cce32559616193d51a5d8fdcd9715bd671928dc42c7dd09e09,1048576,14,UNCOMMITTED,2026-08-29T08:47:27.148587+00:00,"{""codec"": ""gf2"", ""n_cols"": 128, ""n_info"": 64, ""n_parity"": 64, ""n_rows"": 65536, ""seed"": 14}",GF2,64,64,4194304,524850,4194304,4224,208,0,32,32,4496,4198800,True,1048581,524855,523726,0.4994616534154252,523726,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",523731,True,,,,raw_gap+523731 comp_gap+523726,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,1048914,1048902,1053721,1048688,1048609,1048581,525033,525021,527674,524936,524874,524855
phase1_intlin_n8192_x1_s31,phase1,results/phase1/phase1_intlin_n8192_x1_s31.json,intlin_n8192_x1_s31,457e7c4be845e80bb93ba18e72c6eeae01555fcf1b5f624eb763da9aeb737c8e,262144,31,UNCOMMITTED,2026-08-29T08:48:03.090161+00:00,"{""codec"": ""tabular_affine"", ""n_cols"": 4, ""n_rows"": 8192}",TABULAR_AFFINE,1,3,524288,196654,1572864,121,208,7,32,0,368,1573232,True,142032,105352,36680,0.2582516615973865,36680,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-54622,True,,,,raw_gap-54622 comp_gap+36680,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,164485,164473,156352,142032,152437,158498,122875,122863,113661,105352,112735,116763
phase1_near_gf2_n4096_k16_flips1_s51,phase1,results/phase1/phase1_near_gf2_n4096_k16_flips1_s51.json,near_gf2_n4096_k16_flips1_s51,ac02159c631b4bc3e463a21f7dba494dcd6f3bef15b12b4ad3ad0b21c6a10c7e,8704,51,UNCOMMITTED,2026-08-29T08:48:21.215078+00:00,"{""codec"": ""gf2"", ""n_cols"": 17, ""n_flips"": 1}",GF2,0,17,0,8741,69632,17,208,7,32,32,296,69928,True,8708,8745,-37,-0.004248966467615986,-37,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-33,True,,,,raw_gap-33 comp_gap-37,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,8727,8715,9187,8764,8714,8708,8764,8752,9227,8804,8751,8745
phase1_noise_bits_n8192_c64_s41,phase1,results/phase1/phase1_noise_bits_n8192_c64_s41.json,noise_bits_n8192_c64_s41,07ef8ee9642204bf5345ca068ae82bd7bf9eb39e6c835083396842e73f9b320a,65536,41,UNCOMMITTED,2026-08-29T08:48:14.219121+00:00,"{""codec"": ""gf2_best"", ""n_cols"": 64, ""n_rows"": 8192}",PASSTHROUGH,0,524288,0,65554,524288,0,112,0,32,0,144,524432,True,65540,65559,-19,-0.00028989929813854134,-19,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 comp_gap-19,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,65574,65562,66181,65600,65546,65540,65592,65580,66190,65620,65564,65559
phase1_noise_table_n2048_c4_s42,phase1,results/phase1/phase1_noise_table_n2048_c4_s42.json,noise_table_n2048_c4_s42,98e907bc2babd90c8108af2d60e168db5b619af3c454736790d13c9d3dfd53e3,65536,42,UNCOMMITTED,2026-08-29T08:48:19.094944+00:00,"{""codec"": ""tabular_affine"", ""n_cols"": 4, ""n_rows"": 2048}",PASSTHROUGH,0,524288,0,65554,524288,0,112,0,32,0,144,524432,True,35380,35404,-24,-0.0006783493499152064,-24,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-30174,True,,,,raw_gap-30174 comp_gap-24,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,40261,40249,38055,35380,36881,37984,40274,40262,38009,35404,35584,37967
phase1_shuffled_gf2_n4096_k16_p16_s61_s62,phase1,results/phase1/phase1_shuffled_gf2_n4096_k16_p16_s61_s62.json,shuffled_gf2_n4096_k16_p16_s61_s62,26242f13b53356f97d6517e1c9daa304d52383500e3a61ee025035c7c4599cbd,16384,62,UNCOMMITTED,2026-08-29T08:48:27.495743+00:00,"{""codec"": ""gf2_best"", ""source"": ""gf2_n4096_k16_p16_s61""}",PASSTHROUGH,0,131072,0,16402,131072,0,112,0,32,0,144,131216,True,16388,16406,-18,-0.001098364657066146,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 comp_gap-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,16407,16395,16869,16444,16394,16388,16427,16415,16873,16464,16412,16406
phase2_adversarial_near_relation,phase2,results/phase2/phase2_adversarial_near_relation.json,near_gf2_n8192_k32_flips3_s303,5c9122213a304a05e20101388621002f1f7edd8f71f224e0afb922b9f636a487,33792,303,UNCOMMITTED,2026-08-29T08:50:55.780204+00:00,"{""codec"": ""gf2"", ""n_cols"": 33, ""n_flips"": 3}",PASSTHROUGH,0,270336,0,33810,270336,0,112,0,32,0,144,270480,True,33796,33814,-18,-0.0005326074091608474,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 comp_gap-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,33825,33813,34290,33852,33802,33796,33843,33831,34310,33872,33820,33814
phase2_blind_gf2_n8192_k24_p24_s101,phase2,results/phase2/phase2_blind_gf2_n8192_k24_p24_s101.json,gf2_n8192_k24_p24_s101,5c1eae058a59cd6525d1ae7fc629ecf8e46c5ea40a092d29426d5a10894409db,49152,101,UNCOMMITTED,2026-08-29T08:50:30.369446+00:00,"{""blind"": true, ""codec"": ""gf2"", ""dense"": false, ""n_cols"": 48}",GF2,24,24,196608,24688,196608,624,208,0,32,32,896,197504,True,49156,24692,24464,0.4976808527951827,24464,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",24468,True,,,,raw_gap+24468 comp_gap+24464,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,49185,49173,49707,49212,49162,49156,24716,24704,25165,24748,24698,24692
phase2_corpus_builtin_c,phase2,results/phase2/phase2_corpus_builtin_c.json,builtin_c,fda48854a87b8dc90f13c6f09138a750d0f600ef4dae9ff528eaf413ad3b0013,314,,UNCOMMITTED,2026-08-29T08:51:02.548370+00:00,"{""category"": ""source_code"", ""codec"": ""gf2_best""}",GF2,1,7,314,311,2198,15,208,3,32,32,290,2488,True,192,315,-123,-0.640625,-123,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-119,True,,,,raw_gap-119 comp_gap-123,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,229,217,260,288,218,192,334,322,451,372,316,315
phase2_corpus_builtin_csv,phase2,results/phase2/phase2_corpus_builtin_csv.json,builtin_csv,67a1decda2eb5e719c3fbcfb5f9e26d4956a8e4657eda91e80bd4f57aede58df,34,,UNCOMMITTED,2026-08-29T08:51:05.780785+00:00,"{""category"": ""csv"", ""codec"": ""gf2_best""}",PASSTHROUGH,0,272,0,52,272,0,112,0,32,0,144,416,True,37,55,-18,-0.4864864864864865,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-15,True,,,,raw_gap-15 comp_gap-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,54,42,64,92,43,37,67,55,88,108,61,56
phase2_corpus_builtin_json,phase2,results/phase2/phase2_corpus_builtin_json.json,builtin_json,dc3153cf1d362666105809eb261296f9b28010d36b3cbebb1f4f8c48aec0ad59,237,,UNCOMMITTED,2026-08-29T08:51:03.972903+00:00,"{""category"": ""json"", ""codec"": ""gf2_best""}",GF2,1,7,237,244,1659,15,208,6,32,32,293,1952,True,92,190,-98,-1.065217391304348,-98,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-152,True,,,,raw_gap-152 comp_gap-98,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,106,94,115,148,101,92,202,190,270,248,199,207
phase2_corpus_builtin_log,phase2,results/phase2/phase2_corpus_builtin_log.json,builtin_log,660b46a24a37fabcbbdb76611626a9119d133744e7b14748b6d25c21d3c66a7a,170,,UNCOMMITTED,2026-08-29T08:51:06.496934+00:00,"{""category"": ""logs"", ""codec"": ""gf2_best""}",GF2,1,7,170,185,1190,15,208,3,32,32,290,1480,True,98,176,-78,-0.7959183673469388,-78,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-87,True,,,,raw_gap-87 comp_gap-78,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,120,108,146,168,112,98,188,176,246,240,178,183
phase2_corpus_builtin_sqlite,phase2,results/phase2/phase2_corpus_builtin_sqlite.json,builtin_sqlite,0cad8caab48e2d40c3a255df6b5eef5ee32eec0caea30527c589f38d285060f1,8192,,UNCOMMITTED,2026-08-29T08:51:10.385442+00:00,"{""category"": ""sqlite"", ""codec"": ""gf2_best""}",GF2,41,23,41984,3104,23552,1007,208,1,32,32,1280,24832,True,145,244,-99,-0.6827586206896552,-99,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-2959,True,,,,raw_gap-2959 comp_gap-99,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,191,179,201,236,161,145,261,249,336,308,248,244
phase2_fd_product_n2048_s404,phase2,results/phase2/phase2_fd_product_n2048_s404.json,fd_product_n2048_s404,ccb9166dc08c2e9c2a5f98cb2490f63adbfb34322af1275aea936d41f85153ea,49152,404,UNCOMMITTED,2026-08-29T08:51:00.719972+00:00,"{""codec"": ""tabular_affine"", ""fn"": ""product""}",PASSTHROUGH,0,393216,0,49170,393216,0,112,0,32,0,144,393360,True,18548,18380,168,0.009057580332111279,168,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-30622,True,,,,raw_gap-30622 comp_gap+168,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,21944,21932,19588,18548,20651,19683,21958,21946,19621,18380,20658,19686
phase2_null_iid_bits,phase2,results/phase2/phase2_null_iid_bits.json,noise_bits_n4096_c128_s202,907f057dda9208cee3089a075213f5497206d99fafae8e299e6c7eae3667bf78,65536,202,UNCOMMITTED,2026-08-29T08:50:51.232351+00:00,"{""codec"": ""gf2_best""}",PASSTHROUGH,0,524288,0,65554,524288,0,112,0,32,0,144,524432,True,65540,65559,-19,-0.00028989929813854134,-19,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 comp_gap-19,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,65574,65562,66182,65600,65546,65540,65592,65580,66188,65620,65564,65559
phase3_crc32_records_affine,phase3,results/phase3/phase3_crc32_records_affine.json,crc32_n4096_p4_s777,de72357e2f35c2a6da28156eecb043bd8b2a1fc14b3d6207217464e6f9c6803e,32768,777,e4b3962d6e23df0db267f990f753bc00dca536fa-dirty,2026-08-29T09:43:19.279693+00:00,"{""affine"": true, ""codec"": ""gf2_affine"", ""label"": ""format_awareness_CRC32"", ""n_cols"": 64, ""payload_len"": 4}",GF2,32,32,131072,16559,131072,1120,216,0,32,32,1400,132472,True,32772,16563,16209,0.49459904796777737,16209,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",16213,True,,,,raw_gap+16213 comp_gap+16209,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,32796,32784,33266,32828,32778,32772,16587,16575,17042,16620,16569,16563
phase3_crc32_records_homogeneous,phase3,results/phase3/phase3_crc32_records_homogeneous.json,crc32_n4096_p4_s777,de72357e2f35c2a6da28156eecb043bd8b2a1fc14b3d6207217464e6f9c6803e,32768,777,e4b3962d6e23df0db267f990f753bc00dca536fa-dirty,2026-08-29T09:43:18.295012+00:00,"{""affine"": false, ""codec"": ""gf2"", ""label"": ""format_awareness_CRC32"", ""n_cols"": 64, ""payload_len"": 4}",GF2,31,33,126976,17067,135168,1087,216,1,32,32,1368,136536,True,32772,17071,15701,0.47909801049676554,15701,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",15705,True,,,,raw_gap+15705 comp_gap+15701,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,32796,32784,33266,32828,32778,32772,17095,17083,17519,17128,17077,17071
phase3_fd_affine_32k_labeled_prior_art,phase3,results/phase3/phase3_fd_affine_32k_labeled_prior_art.json,fd_affine_n32768_s501,bccec2f031a0794a41def665582cb5ae8cf96fb59b15e4173d81bf56b51e47eb,786432,501,UNCOMMITTED,2026-08-29T08:56:25.971653+00:00,"{""codec"": ""tabular_affine"", ""label"": ""FD_elimination_prior_art"", ""n_rows"": 32768}",TABULAR_AFFINE,1,2,2097152,524332,4194304,105,208,7,32,0,352,4194656,True,429788,279852,149936,0.3488603683676603,149936,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-94544,True,,,,raw_gap-94544 comp_gap+149936,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,500928,500916,475608,429788,438756,481718,327157,327145,300213,279852,284708,310768
phase3_repo_source_md,phase3,results/phase3/phase3_repo_source_md.json,repo_src_tests_docs_experiments,6d75c5a7a911d13260cbd6ef22e3a693cde9a16fd30f29d21bf2b6cacbb106b0,116597,,UNCOMMITTED,2026-08-29T08:55:43.592590+00:00,"{""codec"": ""gf2_best"", ""widths"": [8, 16, 32, 64, 128]}",GF2,2,126,14574,114857,918162,380,208,2,32,72,694,918856,True,26135,69965,-43830,-1.6770614118997513,-43830,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-88722,True,,,,raw_gap-88722 comp_gap-43830,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,30435,30423,26959,27444,27983,26135,79161,79149,69965,71236,73064,71563
phase4_formats_png_48x48_s801,phase4,results/phase4_formats/phase4_formats_png_48x48_s801.json,png_48x48_s801,bb418717e87ace0a49a3c2c96d84e7b040dfe6d7b20fc89a607e9b30a85a6773,7028,801,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:02:07.474711+00:00,"{""category"": ""png"", ""codec"": ""gf2_best"", ""label"": ""format_awareness_trap"", ""widths"": [8, 16, 32, 64, 128]}",PASSTHROUGH,0,56224,0,7046,56224,0,112,0,32,0,144,56368,True,7032,7050,-18,-0.002559726962457338,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 no_deduction header_perturbation-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,7051,7039,7513,7088,7038,7032,7069,7057,7554,7108,7056,7050
phase4_formats_sqlite_fd_n4000_s802,phase4,results/phase4_formats/phase4_formats_sqlite_fd_n4000_s802.json,sqlite_fd_n4000_c_eq_a_plus_b_s802,24d7c556b7f228d92894020098d389d1b99d3ba98cb1f3575a6c2ef578ca162f,69632,802,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:04:05.921844+00:00,"{""category"": ""sqlite"", ""codec"": ""gf2_best"", ""label"": ""format_awareness_trap"", ""widths"": [8, 16, 32, 64]}",PASSTHROUGH,0,557056,0,69650,557056,0,112,0,32,0,144,557200,True,30796,31042,-246,-0.007988050396155345,-246,False,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,zlib9,zstd19",-38854,True,,,,raw_gap-38854 no_deduction header_perturbation-246,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,41252,41240,40546,31012,37431,30796,41268,41256,40584,,37445,31042
phase4_formats_zip_stored_s803,phase4,results/phase4_formats/phase4_formats_zip_stored_s803.json,zip_stored_8kib_rand_plus_text_s803,17a5a7760809830d3a17587d001e95313d7508f7c632bda29b217d8d7e00b0cd,8431,803,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:45:48.571212+00:00,"{""category"": ""zip"", ""codec"": ""gf2_best"", ""label"": ""format_awareness_trap"", ""widths"": [8, 16, 32, 64, 128]}",PASSTHROUGH,0,67448,0,8449,67448,0,112,0,32,0,144,67592,True,8343,8358,-15,-0.0017979144192736426,-15,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-106,True,,,,raw_gap-106 no_deduction header_perturbation-15,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,8401,8389,8854,8484,8347,8343,8412,8400,8894,8496,8361,8358
