experiment_id,phase,result_file,dataset_id,dataset_sha256,dataset_bytes,seed,git_commit,utc_timestamp,config,codec_kind,n_relations,n_independent,recovered_bits,container_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,leftover_bits,metadata_bits_total,accounting_total_bits,accounting_ok,raw_best_bytes,composed_best_bytes,composition_gap_bytes,composition_gap_pct,composition_gap_matched_bytes,codec_sets_match,available_raw_codecs,available_composed_codecs,raw_gap_bytes,roundtrip_ok,composed_roundtrip_mode,composed_roundtrip_ok,composed_roundtrip_n_checked,verdict,package_versions,platform,baseline_gzip9,baseline_zlib9,baseline_bz2_9,baseline_xz9,baseline_zstd19,baseline_brotli11,composed_gzip9,composed_zlib9,composed_bz2_9,composed_xz9,composed_zstd19,composed_brotli11
off_enwik8,offset,results/offset/off_enwik8.json,enwik8@slice262144,0cdfd008d5327addbf5b118b4a8d616a8cc2971627727b10bfb20e97920881e7,262144,,be911f511649eec57995c12094abdf2d0452a575-dirty,2026-08-29T16:35:40.877145+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,73306,73345,-39,-0.0005320164788693968,-39,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-188856,True,full,True,6,raw_gap-188856 no_deduction header_perturbation-39,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,90519,90507,75951,79120,81801,73306,90548,90536,75918,79164,81821,73345
off_sdrbench_exaalt_vx,offset,results/offset/off_sdrbench_exaalt_vx.json,sdrbench_exaalt2869440_vx.f32@slice262144,4a7274ecf55ef46c2c9315898e87ecaa1604ba2478338046366856ad6cd872a2,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:37:11.763109+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,3,29,196608,237619,1900544,122,216,6,32,32,408,1900952,True,226805,237624,-10819,-0.04770177024316043,-10819,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-10814,True,full,True,6,raw_gap-10814 comp_gap-10819,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,241886,241874,226805,231732,237689,238394,237712,237700,237922,237688,237634,237624
off_sdrbench_exaalt_vy,offset,results/offset/off_sdrbench_exaalt_vy.json,sdrbench_exaalt2869440_vy.f32@slice262144,048529c77afa1110a4c2171c4fbc89a45ea4547547d1468597081a75d08e73e7,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:38:35.257018+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,3,29,196608,237619,1900544,122,216,6,32,32,408,1900952,True,226808,237624,-10816,-0.04768791224295439,-10816,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-10811,True,full,True,6,raw_gap-10811 comp_gap-10816,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,241902,241890,226808,232408,237721,238467,237712,237700,237880,237688,237634,237624
off_sdrbench_exaalt_vz,offset,results/offset/off_sdrbench_exaalt_vz.json,sdrbench_exaalt2869440_vz.f32@slice262144,97aa02f7015b4d0f17a376152e51208e1d45021d67341c1bc33e016a0f93d472,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:39:58.890900+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,3,29,196608,237619,1900544,122,216,6,32,32,408,1900952,True,226655,237624,-10969,-0.04839513798504335,-10969,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-10964,True,full,True,6,raw_gap-10964 comp_gap-10969,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,242037,242025,226655,232256,237691,238531,237712,237700,237903,237688,237634,237624
off_sdrbench_exaalt_xx,offset,results/offset/off_sdrbench_exaalt_xx.json,sdrbench_exaalt2869440_xx.f32@slice262144,e606d0bd9463c442aebf3d6ba72ef2290e92d564c0b7cedc0512135244dabd83,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:41:20.461153+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,3,29,196608,237619,1900544,122,216,6,32,32,408,1900952,True,224585,236161,-11576,-0.05154395885744818,-11576,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-13034,True,full,True,6,raw_gap-13034 comp_gap-11576,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,242461,242449,224585,227868,237132,234663,236937,236925,238125,237688,236488,236161
off_sdrbench_exaalt_yy,offset,results/offset/off_sdrbench_exaalt_yy.json,sdrbench_exaalt2869440_yy.f32@slice262144,faa41a228bd98532d74417ab24464a9dd7009ecdbc2d7c6c35e22d75f22b77b6,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:42:42.316093+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,29,227,237568,233342,1859584,6868,216,4,32,32,7152,1866736,True,187128,231418,-44290,-0.23668291223120003,-44290,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-46214,True,full,True,6,raw_gap-46214 comp_gap-44290,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,220881,220869,187128,187944,205318,217730,232700,232688,231418,232900,232539,233347
off_sdrbench_exaalt_zz,offset,results/offset/off_sdrbench_exaalt_zz.json,sdrbench_exaalt2869440_zz.f32@slice262144,145a27d495fb529df112cd9422333cb07aec58147a4a7752251e439d269b1a1c,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:44:03.216389+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,3,29,196608,237619,1900544,122,216,6,32,32,408,1900952,True,215238,237574,-22336,-0.10377349724491028,-22336,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-22381,True,full,True,6,raw_gap-22381 comp_gap-22336,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,236531,236519,215238,216120,227716,229816,237586,237574,237885,237688,237634,237624
off_silesia_dickens,offset,results/offset/off_silesia_dickens.json,silesia_dickens@slice262144,becc366f2948cfbaefb219df19f54b101a842737428b01c7538b871a35c3edf4,262144,,0bf6678686f8327131929335f26503b353ba952f-dirty,2026-08-29T16:26:01.620936+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,31,225,253952,231339,1843200,7231,216,1,32,32,7512,1850712,True,77252,125079,-47827,-0.6191037125252421,-47827,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-154087,True,full,True,6,raw_gap-154087 comp_gap-47827,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,98593,98581,77252,85788,86981,82527,161864,161852,125079,140600,143068,141049
off_silesia_mozilla,offset,results/offset/off_silesia_mozilla.json,silesia_mozilla@slice262144,1baf584ca87856e51fada5fa257864019123d57aa8b9793c097eea145ee165a6,262144,,0bf6678686f8327131929335f26503b353ba952f-dirty,2026-08-29T16:26:42.785527+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,111811,111865,-54,-0.00048295784851222154,-54,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-150351,True,full,True,6,raw_gap-150351 no_deduction header_perturbation-54,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,120596,120584,122711,113000,113857,111811,120607,120595,122731,113004,113876,111865
off_silesia_mr,offset,results/offset/off_silesia_mr.json,silesia_mr@slice262144,288236c90013320462fbe5864774054b26334be4ee59a8bde8a9797fbc9148f7,262144,,9e9c5854e0031f98d601d26f5215fb29c139209b-dirty,2026-08-29T16:27:24.515735+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,55898,56017,-119,-0.002128877598482951,-119,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-206264,True,full,True,6,raw_gap-206264 no_deduction header_perturbation-119,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,79021,79009,55898,61252,70559,62355,79037,79025,56017,61568,70601,63022
off_silesia_nci,offset,results/offset/off_silesia_nci.json,silesia_nci@slice262144,6f129b33bdf149bcdab85d1402a4f6aa4e81c0733f5fe76bb6f82bead260759e,262144,,9e9c5854e0031f98d601d26f5215fb29c139209b-dirty,2026-08-29T16:28:21.778088+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,1,7,262144,229413,1835008,15,216,1,32,32,296,1835304,True,14563,25628,-11065,-0.7598022385497494,-11065,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-214850,True,full,True,6,raw_gap-214850 comp_gap-11065,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,22000,21988,14563,15944,15907,14884,40579,40567,25628,26752,28846,26987
off_silesia_ooffice,offset,results/offset/off_silesia_ooffice.json,silesia_ooffice@slice262144,41a8f0abe06c5c9e88665870be089e57c9b065bb3c27ac838cca48bcb793cb19,262144,,5707d2e4b321fc69114fa0665f40bc42d0649474-dirty,2026-08-29T16:29:07.718394+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,123528,123544,-16,-0.00012952528981283597,-16,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-138634,True,full,True,6,raw_gap-138634 no_deduction header_perturbation-16,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,142495,142483,132783,123528,130469,125697,142502,142490,132775,123544,130499,125707
off_silesia_osdb,offset,results/offset/off_silesia_osdb.json,silesia_osdb@slice262144,dfafdca22a0cc7b551554126b88105a632275c0251164b07ca47633e97d91a11,262144,,5707d2e4b321fc69114fa0665f40bc42d0649474-dirty,2026-08-29T16:29:51.004902+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,82475,82494,-19,-0.00023037284025462262,-19,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-179687,True,full,True,6,raw_gap-179687 no_deduction header_perturbation-19,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,98799,98787,82475,84560,91627,83930,98814,98802,82494,84576,91649,83931
off_silesia_reymont,offset,results/offset/off_silesia_reymont.json,silesia_reymont@slice262144,63949f06bead1d6e40964427389b88df91aaf71e8f908e2e40fb968db3d8f682,262144,,a9d7d820f6817f2d4bb3a814007328e87f3d6927-dirty,2026-08-29T16:30:39.465468+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,1,7,262144,229413,1835008,15,216,1,32,32,296,1835304,True,53158,78146,-24988,-0.47007035629632415,-24988,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-176255,True,full,True,6,raw_gap-176255 comp_gap-24988,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,72353,72341,53158,62048,63402,62041,112606,112594,78146,93984,97283,95089
off_silesia_samba,offset,results/offset/off_silesia_samba.json,silesia_samba@slice262144,21c5e99f13f8cac5e099fa4c8898831d3929b068e35cae2f1a4fa424f9804d7b,262144,,7061d2778864b490c1d56dbb90dc5b2f3987effe-dirty,2026-08-29T16:31:21.622412+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,153153,153198,-45,-0.00029382382323558796,-45,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-109009,True,full,True,6,raw_gap-109009 no_deduction header_perturbation-45,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,163070,163058,161546,156704,157923,153153,163093,163081,161687,156704,157992,153198
off_silesia_sao,offset,results/offset/off_silesia_sao.json,silesia_sao@slice262144,2e897282e031856af823048d977bddaf54869d43dea72ba544bec003d353db3a,262144,,cfabd31d4a37770e297caac29b3c76d73508c72d-dirty,2026-08-29T16:32:05.321231+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",PASSTHROUGH,0,2097152,0,262162,2097152,0,112,0,32,0,144,2097296,True,167536,167388,148,0.0008833922261484099,148,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-94626,True,full,True,6,raw_gap-94626 no_deduction header_perturbation+148,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,195943,195931,182638,167536,187928,173425,195958,195946,182571,167388,187957,173465
off_silesia_webster,offset,results/offset/off_silesia_webster.json,silesia_webster@slice262144,357ddb5945737ae814b8e6f5eb83fb1abe2d1a4cb9d76f4104a3e258f19f2208,262144,,3b36a3451bb38c0944d7e5f9ad8b409452873eeb-dirty,2026-08-29T16:32:55.665863+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,1,7,262144,229413,1835008,15,216,1,32,32,296,1835304,True,62139,99296,-37157,-0.5979658507539548,-37157,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-167274,True,full,True,6,raw_gap-167274 comp_gap-37157,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,79166,79154,62139,69508,70631,65448,129721,129709,99296,111336,113682,111855
off_silesia_x-ray,offset,results/offset/off_silesia_x-ray.json,silesia_x-ray@slice262144,51c0a846c6cbe121f3f734d32100d60fd8bdd5b79ea9506d72608665e5fef7b1,262144,,be911f511649eec57995c12094abdf2d0452a575-dirty,2026-08-29T16:33:46.212044+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,58,198,475136,204255,1622016,11740,216,4,32,32,12024,1634040,True,129632,187361,-57729,-0.4453298568254752,-57729,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-74623,True,full,True,6,raw_gap-74623 comp_gap-57729,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,182634,182622,129632,137292,165393,141029,200852,200840,195367,197184,199308,187361
off_silesia_xml,offset,results/offset/off_silesia_xml.json,silesia_xml@slice262144,f2bbde07c2061c09fa41e4d4998c07847fbcc23d4ab166ca105a7f66ac8cd37b,262144,,be911f511649eec57995c12094abdf2d0452a575-dirty,2026-08-29T16:34:28.132079+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,1,7,262144,229413,1835008,15,216,1,32,32,296,1835304,True,11559,28924,-17365,-1.502292585863829,-17365,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-217854,True,full,True,6,raw_gap-217854 comp_gap-17365,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,16115,16103,11559,13060,12994,11799,35710,35698,29853,28924,29993,29240
off_uci_household_power_text,offset,results/offset/off_uci_household_power_text.json,uci_household_power_text@slice262144,9f1454454bcc7ef097b21c8a931794c89eda2df9b66a8424b176466e11535fc4,262144,,616cd307ad5358f2a532693ec3f4661ac4eabe1d-dirty,2026-08-29T16:45:30.703957+00:00,"{""acquisition"": ""slice"", ""detector"": ""bit_offset_search"", ""prereg_threshold"": {""G_abs"": 1024, ""G_pct"": 0.05}, ""width_offsets"": [[8, null], [16, null], [32, null], [64, null], [128, 8], [256, 8]]}",GF2,60,196,491520,202241,1605632,12016,216,0,32,32,12296,1617928,True,28160,57988,-29828,-1.0592329545454546,-29828,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-174081,True,full,True,6,raw_gap-174081 comp_gap-29828,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,42249,42237,28521,28160,32706,29390,83220,83208,57988,58208,68053,60019
phase0_gf2_tiny,phase0,results/phase0/phase0_gf2_tiny.json,gf2_n128_k8_p8_s1,60f2f2c650c65a59e3c2a0d364723a6842d010a1ec5aa028e561e3cd38becffd,256,1,UNCOMMITTED,2026-08-29T08:45:37.211617+00:00,"{""codec"": ""gf2"", ""n_cols"": 16}",GF2,8,8,1024,172,1024,80,208,0,32,32,352,1376,True,260,176,84,0.3230769230769231,84,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",88,True,,,,raw_gap+88 comp_gap+84,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,279,267,400,316,266,260,189,177,239,232,178,176
phase0_passthrough_noise,phase0,results/phase0/phase0_passthrough_noise.json,noise_bits_n64_c32_s0,65959c2100301121b953c9200f4350c73d193f25554fa79e6cea24fad4a1ea39,256,0,UNCOMMITTED,2026-08-29T08:45:36.021147+00:00,"{""codec"": ""passthrough""}",PASSTHROUGH,0,2048,0,274,2048,0,112,0,32,0,144,2192,True,260,278,-18,-0.06923076923076923,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 comp_gap-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,279,267,413,316,266,260,297,285,430,336,284,278
phase1_fd_affine_n8192_s21,phase1,results/phase1/phase1_fd_affine_n8192_s21.json,fd_affine_n8192_s21,4f6c208becf02ec8d4ea5c77a4c922362a5ed886b84b550d547b400518e30ec7,196608,21,UNCOMMITTED,2026-08-29T08:47:38.435403+00:00,"{""codec"": ""tabular_affine"", ""fn"": ""affine"", ""n_rows"": 8192}",TABULAR_AFFINE,1,2,524288,131116,1048576,105,208,7,32,0,352,1048928,True,108208,70328,37880,0.35006653851840897,37880,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-22908,True,,,,raw_gap-22908 comp_gap+37880,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,125378,125366,119570,108208,110898,120659,81991,81979,76187,70328,71283,77849
