experiment_id,phase,dataset_id,dataset_sha256,dataset_bytes,codec_kind,n_relations,n_independent,recovered_bits,total_encoded_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,roundtrip_ok,encode_seconds,decode_seconds,discovery_seconds,best_baseline_bytes,deduction_gap_bytes,composition_gap_bytes,verdict,git_commit,utc_timestamp,seed,baseline_gzip9_bytes,baseline_gzip9_seconds,baseline_zlib9_bytes,baseline_zlib9_seconds,baseline_bz2_9_bytes,baseline_bz2_9_seconds,baseline_xz9_bytes,baseline_xz9_seconds,baseline_zstd19_bytes,baseline_zstd19_seconds,baseline_brotli11_bytes,baseline_brotli11_seconds
phase4_natural_stdlib_py,phase4_natural,python_stdlib_py_prefix,a01713a2ee043fc28e0564c7f291b27420b27707c1bc193b3b869e84107f3541,400000,GF2,1,7,400000,350037,2800000,15,216,1,32,True,248.17207000000053,24.507443100010278,248.17207000000053,74546,-275491,-65177,raw_gap-275491 comp_gap-65177,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:22:00.749485+00:00,,89041,0.3044532999920193,89029,0.4892056999960914,76863,0.3005473999946844,77204,1.4455825999903027,78927,1.480594699998619,74546,6.823420600005193
phase4_natural_pe_prefix,phase4_natural,python_executable_prefix,91566dc8bb9a336c36c607ee0d5a5135e54ddce2418e2cd7728a49c8f098904a,104928,PASSTHROUGH,0,839424,0,104946,839424,0,112,0,32,True,10.25548640001216,0.7197332999785431,10.25548640001216,51104,-53842,-24,raw_gap-53842 no_deduction header_perturbation-24,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:22:30.679209+00:00,,54617,0.0169095000019297,54605,0.14443539999774657,57234,0.021866700000828132,51104,0.38939870000467636,52977,0.5371879999875091,51354,5.0229409000021406
phase4_natural_csv_fd_gf2,phase4_natural,csv_fd_n8000_s701,e3399b0a8a8f8c822b63a1fa071cbc1f385ea9d5df8ec8b02e68419627d9a60e,122204,GF2,15,49,229125,93699,748475,799,216,6,32,True,86.85620469998685,5.628878399991663,86.85620469998685,50904,-42795,-21753,raw_gap-42795 comp_gap-21753,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:24:13.636054+00:00,701,58775,0.017231400008313358,58763,0.1431338000111282,50904,0.015961900004185736,54092,0.48359139999956824,55302,0.5636632000096142,51818,1.0275859000103083
phase4_natural_csv_fd_tabular,phase4_natural,csv_fd_n8000_s701_int64,2d580f451c37fe8c2f9e1b6f52e978957ad4b5eea7801b1e288e3ff6dc2b564b,192000,TABULAR_AFFINE,1,2,512000,128044,1024000,105,208,7,32,True,2.9879426999832503,1.6769407000101637,2.9879426999832503,43436,-84608,15560,raw_gap-84608 comp_gap+15560,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:24:44.969528+00:00,701,62317,1.5306563999911305,62305,1.8883568000164814,44124,0.017047800007276237,43436,1.2001813999959268,55561,1.638438199996017,56862,7.880415899999207
phase4_natural_enwik8_1mb,phase4_natural,enwik8_prefix_1mb,369b688978f649681136198fb96db14c1616756260c55fb4b65e9bc049552cad,1000000,PASSTHROUGH,0,8000000,0,1000018,8000000,0,112,0,32,True,141.92083109999658,8.702813199983211,141.92083109999658,281012,-719006,-80,raw_gap-719006 no_deduction header_perturbation-80,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:28:33.500713+00:00,,355791,1.1673106999951415,355779,0.6616676000121515,281323,1.0005807999987155,,,300075,4.688967499998398,281012,31.299675099988235
