experiment_id,phase,dataset_id,dataset_sha256,dataset_bytes,codec_kind,n_relations,n_independent,recovered_bits,total_encoded_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,roundtrip_ok,encode_seconds,decode_seconds,discovery_seconds,best_baseline_bytes,deduction_gap_bytes,composition_gap_bytes,verdict,git_commit,utc_timestamp,seed,baseline_gzip9_bytes,baseline_gzip9_seconds,baseline_zlib9_bytes,baseline_zlib9_seconds,baseline_bz2_9_bytes,baseline_bz2_9_seconds,baseline_xz9_bytes,baseline_xz9_seconds,baseline_zstd19_bytes,baseline_zstd19_seconds,baseline_brotli11_bytes,baseline_brotli11_seconds
phase4_pack_gf2_n1280_k32_p32_s902,phase4,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,GF2,32,32,40960,5291,40960,1088,216,0,32,True,0.14174620000994764,0.08698689998709597,0.14174620000994764,10244,4953,4949,raw_gap+4953 comp_gap+4949,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:02:15.758748+00:00,902,10263,0.0006744999845977873,10251,0.00029399999766610563,10710,0.017314900003839284,10300,0.053917999990517274,10250,0.0031979000195860863,10244,0.06330909999087453
phase4_pack_gf2_n12800_k32_p32_s903,phase4,gf2_n12800_k32_p32_s903,8dc9f5e95802607fa0b48cf2c000860aebddda74138037c5f5d05bc1082694c2,102400,GF2,32,32,409600,51371,409600,1088,216,0,32,True,2.4916660000162665,1.1901785999943968,2.4916660000162665,102405,51034,51030,raw_gap+51034 comp_gap+51030,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:02:22.872254+00:00,903,102453,0.005622399999992922,102441,0.0049331999907735735,103236,0.07206990002305247,102464,0.16067859999020584,102412,0.07618679999723099,102405,0.23990160002722405
